Article Title,Article Link,Article Text,Article Summary,Article Image
Microsoft confirms it is working on free version of Xbox Cloud Gaming,https://timesofindia.indiatimes.com/technology/tech-news/microsoft-confirms-it-is-working-on-free-version-of-xbox-cloud-gaming/articleshow/124805857.cms,"Xbox

How the free tier of Xbox Cloud Gaming may work



Games they already own.

Eligible Free Play Days titles (games typically offered for a free weekend trial).

Xbox Retro Classics games.

Xbox’s higher sales targets







Microsoft has confirmed that it is internally testing an ad-supported, free version of Xbox Cloud Gaming, which will allow users to stream select titles without requiring a paid Game Pass subscription. The company has officially confirmed this tier is going to be a separate tier from the existing game pass subscription, according to a report by The New York Times.The initiative aims to significantly broaden access to Xbox Cloud Gaming, which has previously been bundled exclusively with the Game Pass subscription.Earlier this month, a report by The Verge claimed that the software giant has already begun testing the free tier among employees. The ad-supported service is expected to provide users with access to:The company is reportedly testing a model where users will view approximately two minutes of pre-roll advertisements before a game starts streaming. Internal testing also features limits on playtime, including a one-hour session limit and a maximum of five hours of free streaming per month. These restrictions are subject to change before the official launch, the report noted.The free tier is expected to be widely available across PC, Xbox consoles, handheld devices and web browsers. The report also said that a public beta test is expected soon, with a full launch expected in the coming months.Recently, a report suggested that Microsoft has demanded much higher profits from its Xbox gaming division than what's typical in the video game industry. Bloomberg claimed that the tech giant has told the Xbox unit that it must achieve 30% “accountability margins” – Microsoft's term for profit margins – across all its gaming operations.Citing financial research firm S&P Global Market Intelligence, the publication says that the average profit margin in the video game industry typically ranges between 17% and 22%. This change reportedly came after Microsoft CFO Amy Hood implemented the new 30% target.","Microsoft has confirmed that it is internally testing an ad-supported, free version of Xbox Cloud Gaming. The free tier will allow users to stream select titles without requiring a paid Game Pass subscription. The company is reportedly testing a model where users will view approximately two minutes of pre-roll advertisements before a game starts streaming. Internal testing also features limits on playtime, including a one-hour session limit.","https://static.toiimg.com/thumb/msid-124805830,imgsize-1619362,width-400,resizemode-4/xbox-cloud.jpg"
NYT Connections today’s hints and answers (#903) for 30 November 2025,https://timesofindia.indiatimes.com/technology/gaming/nyt-connections-todays-hints-and-answers-903-for-30-november-2025/articleshow/125668567.cms,"What is NYT Connections





NYT Connections: Hints for today’s puzzle



Yellow category hint – Endure

Green category hint – Failure

Blue category hint – Pirates

Purple category hint – Words that sound like colors at the end

NYT Connections today ’s categories

Yellow – TOLERATE

Green – FLOP

Blue – FICTIONAL PIRATES

Purple – ENDING IN COLOR HOMOPHONES

NYT Connections answers for November 30, 2025



TOLERATE: BEAR, STAND, STOMACH, SWALLOW

FLOP: BUST, LEMON, MISS, TURKEY

FICTIONAL PIRATES: HOOK, LUFFY, SILVER, SPARROW

ENDING IN COLOR HOMOPHONES: CAMEROON, COCKATIEL, UNREAD, WHISTLEBLEW

NYT Connections related FAQs



How do I play the game?

Are hints available?

Can I play NYT Connections for free?

What skills does the game improve?





The New York Times’ Connections has quickly become a favourite among word puzzle enthusiasts, blending the addictive simplicity of Wordle with more complex challenges in logic and pattern recognition. Each day, players face 16 seemingly random words arranged in a 4x4 grid, tasked with sorting them into four distinct thematic groups. Success depends on identifying subtle connections, associations, and clever wordplay, making the game both fun and mentally stimulating. For puzzle lovers looking to test their skills, the November 30, 2025 edition (game #903) offers an ideal mix of challenge and insight, encouraging lateral thinking, careful observation, and strategic reasoning. Connections continues to captivate a global audience as a daily exercise in cognitive skill and mental agility.NYT Connections is a captivating word association game designed to test analytical thinking, lateral reasoning, and cognitive flexibility. Unlike standard word games, players must detect subtle links between words, which can range from obvious to highly nuanced or abstract. The game is freely available on mobile devices and desktop platforms, allowing enthusiasts to play anytime, anywhere, at their convenience.Its combination of easy-to-understand mechanics, challenging puzzles, and complex problem-solving has turned it into a daily ritual for many. The game’s structure encourages players to sharpen their pattern recognition, develop strategic thinking, improve memory retention, and enjoy a mental workout while having fun.To assist players without giving away the answers directly, here are strategic hints for November 30, 2025:These hints guide players toward recognising patterns, encouraging logical deduction and strategic grouping without removing the challenge entirely.For game #903, the four categories are specifically:Success in the game depends on carefully observing wordplay, spotting subtle connections, and applying strategic reasoning to find the correct groupingsFor those ready to review their solutions or learn from the puzzle logic, the complete answers for game #903 are:Connections continues to captivate players worldwide, turning each puzzle into a thrilling hunt for hidden patterns, where every correct grouping sparks a moment of “aha!” and keeps the mind sharp for the next challenge.Words are presented in a 4x4 grid. Identify patterns or associations to sort them into four correct categories.Yes, the game provides subtle hints to guide players without revealing the answers outright.Yes, it is available for free on both mobile devices and desktop platforms.It sharpens pattern recognition, logical thinking, lateral reasoning, and problem-solving skills.","NYT Connections is a captivating word association game designed to test analytical thinking, lateral reasoning, and cognitive flexibility. Each day, players face 16 seemingly random words arranged in a 4x4 grid, tasked with sorting them into four distinct thematic groups. Success depends on identifying subtle connections, associations, and clever wordplay.","https://static.toiimg.com/thumb/msid-125668603,imgsize-10546,width-400,resizemode-4/nyt-connections-todays-hints-and-answers-903-for-30-november-2025.jpg"
Google founder Larry Page beats Jeff Bezos to become world’s third richest person and how latest Gemini AI model is behind this,https://timesofindia.indiatimes.com/technology/tech-news/google-founder-larry-page-beats-amazon-founder-jeff-bezos-to-become-worlds-third-richest-person-and-how-latest-gemini-ai-model-is-behind-this/articleshow/125482055.cms,"Google co-founder Larry Page has become the world's third-richest person, surpassing Jeff Bezos as Alphabet's shares surged following the Gemini 3 AI model launch. Page's net worth increased significantly, placing him behind Elon Musk and Larry Ellison. The article highlights AI's impact on billionaire rankings, noting Oracle's recent stock volatility.","Google co-founder Larry Page has become the world's third-richest person, surpassing Jeff Bezos. Page's net worth increased significantly, placing him behind Elon Musk and Larry Ellison. The article highlights AI's impact on billionaire rankings, noting Oracle's recent stock volatility.","https://static.toiimg.com/thumb/msid-125482230,imgsize-722396,width-400,resizemode-4/google-founder-larry-page-beats-amazon-founder-jeff-bezos-to-become-worlds-third-richest-person-and-how-latest-gemini-ai-model-is-behind-this.jpg"
JP Morgan is very angry as America's largest bank has to pay legal fee of the 32-year-old startup CEO charged of defrauding it of $175 million; calls it ...,https://timesofindia.indiatimes.com/technology/tech-news/jp-morgan-chase-is-very-angry-as-it-has-to-pay-legal-fee-of-the-32-year-old-startup-ceo-charged-of-defrauding-americas-largest-bank-of-175-million-calls-it-/articleshow/124807636.cms,"US Chaos: Leavitt’s Shutdown Warning Comes True; Tech Meltdown Grounds Alaska Airlines Flights

Charlie Javice vs JP Morgan case





JPMorgan Chase is reportedly quite annoyed. Reason: The America's largest bank wants a way out of paying for Charlie Javice's legal bills. This despite the fact that 32-year-old founder of fintech company Frank, Charlie Javice, has been found guilty of defrauding JPMorgan Chase of $175 million. As a clause in JPMorgan's contract with Javice, tied to the original sale of her startup, Frank, has kept the bank liable for her legal fees.In a Friday court filing, JPMorgan requested an end to its obligation to fund Javice’s legal defense as she appeals her guilty verdict before beginning a seven-year prison sentence. The bank described the legal fees as “patently excessive and egregious,” with $60.1 million already advanced to Javice for her criminal defense. The filing further reads that Javice has ""unreasonably"" hired five law companies, including one that received $35.6 million, calling the arrangement “overlapping, duplicative, and excessive. ”Pablo Rodriguez, a JPMorgan spokesperson, told Business Insider, “The legal fees sought by Charlie Javice and Olivier Amar are an abuse, and we look forward to sharing details with the court in coming weeks.” The bank’s lawyers argued that without court intervention, JPMorgan faces “irreparable injury” from what they described as Javice’s legal team treating the fee arrangement as a “blank check.”Javice’shigh-profile defense team includes Alex Spiro of Quinn Emanuel, known for representing clients like Elon Musk and Kim Kardashian, with an hourly rate reportedly reaching $3,000.In March, a federal jury in Manhattan has found Charlie Javice guilty of defrauding JPMorgan Chase. Prosecutors said that she tricked JPMorgan into believing her fintech had data for over 4 million students. JPMorgan’s move comes as the bank seeks to limit its financial exposure tied to the controversial acquisition of Frank, which prosecutors say was inflated by fraudulent misrepresentations.Javice was 27 years old in summer 2021, when JPMorgan executives agreed to acquire her website.","Charlie Javice, founder of fintech company Frank, found guilty of defrauding JPMorgan Chase of $175 million. As a clause in JPMorgan's contract, tied to the original sale of her startup, Frank, has kept the bank liable for her legal fees. In a Friday court filing, JPMorgan requested an end to its obligation to fund Javice’s legal defense as she appeals her guilty verdict.","https://static.toiimg.com/thumb/msid-124807627,imgsize-87978,width-400,resizemode-4/jp-morgan.jpg"
Google CEO Sundar Pichai celebrates new breakthrough in quantum algorithm; Elon Musk replies: ‘Looks like…’,https://timesofindia.indiatimes.com/technology/tech-news/google-ceo-sundar-pichai-celebrates-new-breakthrough-in-quantum-algorithm-elon-musk-replies-looks-like/articleshow/124754841.cms,"



What Sundar Pichai wrote in the post

“New breakthrough quantum algorithm published in @Nature today: Our Willow chip has achieved the first-ever verifiable quantum advantage.

Willow ran the algorithm - which we’ve named Quantum Echoes - 13,000x faster than the best classical algorithm on one of the world's fastest supercomputers. This new algorithm can explain interactions between atoms in a molecule using nuclear magnetic resonance, paving a path towards potential future uses in drug discovery and materials science.

And the result is verifiable, meaning its outcome can be repeated by other quantum computers or confirmed by experiments.

This breakthrough is a significant step toward the first real-world application of quantum computing, and we're excited to see where it leads.”

Why Google’s Willow chip experiment matters

Google To Invest $15 Billion On AI Hub In Visakhapatnam, CEO Sundar Pichai Speaks To PM Modi





Google CEO Sundar Pichai recently shared a post on X, formerly Twitter, announcing a new breakthrough in quantum algorithms. “Our Willow chip has achieved the first-ever verifiable quantum advantage,” Pichai wrote in the post, adding it is “13,000x faster than the best classical algorithm on one of the world's fastest supercomputers”. Pichai’s post caught the attention of Tesla CEO Elon Musk . The tech billionaire replied to Pichai’s post saying “Congrats. Looks like quantum computing is becoming relevant.”Announcing the major breakthrough, Google CEO Sundar Pichai wrote:The achievement marks a historic breakthrough in quantum computing. For the first time ever, a quantum computer has performed a complex, verifiable calculation faster than any supercomputer could — about 13,000 times faster. This moment is being called a “verifiable quantum advantage.""Using Google’s Willow quantum chip, researchers ran an advanced algorithm called Quantum Echoes (or OTOC — out-of-order time correlator).This algorithm helps scientists study how information spreads in quantum systems — things like molecules, magnets, or even black holes.The key part: the result was verifiable and repeatable, meaning other quantum computers could confirm it independently.","Google CEO Sundar Pichai recently shared a post on X, formerly Twitter, announcing a new breakthrough in quantum algorithms. Using Google’s Willow quantum chip, researchers ran an advanced algorithm called Quantum Echoes. This algorithm helps scientists study how information spreads in quantum systems like molecules, magnets, or even black holes.","https://static.toiimg.com/thumb/msid-124754832,imgsize-19166,width-400,resizemode-4/google-ceo-sundar-pichai.jpg"
‘Rough news but…’: Netflix shuts down studio behind game that hit number 1 in 26 countries,https://timesofindia.indiatimes.com/technology/tech-news/rough-news-but-netflix-shuts-down-studio-behind-game-that-hit-number-1-in-26-countries/articleshow/124805503.cms,"Netflix shift in gaming strategy







Netflix has shut down the game studio Boss Fight Entertainment, the developer behind the hit mobile game Squid Game: Unleashed. The closure comes as the streaming giant pivots its strategy within its expanding video gaming unit, a report has said.The studio’s co-founder and former CEO, David Rippy, confirmed the closure in a LinkedIn post this week. He said that the studio is “very grateful for the time” it had at Netflix. Read Rippy’s full post on LinkedIn.Hi everyone – well, word has gotten around quickly about Boss Fight’s closure. Thanks, everyone who reached out today. Rough news, for sure, but I’m very grateful for the time we had at Netflix. We worked with some awesome people and made many games that I’m very proud of, including Squid Game Unleased which hit #1 in 26 countries. You’ll see lots of Boss Fighters with similar posts. Please consider them if you have any open roles – they are outstanding people and true professionals through-and-through. As for Bill, Scott and me – we’re going to take a little breather before tackling whatever is next. Love to hear from you if there’s anything interesting going on, workwise or otherwise.Another employee, David Luehmann, a director of game development at the studio, also posted on LinkedIn, saying, ""After 10+ great years working at Boss Fight, the last few as part of Netflix, the time has come for the studio to close down.""“I am very proud of all the people, work, and games we've released. I wish you could see what we had cooking! There are many talented people that have been impacted by this. If anyone is looking to grow, I'll have many recommendations for you!” he added.Netflix acquired Boss Fight Entertainment in 2022 as part of its effort to diversify revenue streams by building out its video game offerings, news agency Reuters reported.The studio was known for developing two games available on the platform: Netflix Stories and the highly successful Squid Game: Unleashed, which reportedly hit the number one spot in 26 countries.The streaming giant's move follows an earnings call earlier this week where Co-CEO Greg Peters specifically praised Squid Game: Unleashed as an example of the kind of narrative game the company wanted to create based on its original shows.However, the company, which named Alain Tascan as president of games last year, is implementing a new strategy that will focus on four specific categories: party, narrative, kids, and mainstream games, the report added. The studio’s closure signals a realignment of resources toward this updated focus.Despite the shutdown, Boss Fight's two games, Netflix Stories and Squid Game: Unleashed, will continue to be available on the Netflix platform.","Boss Fight Entertainment's co-founder and former CEO, David Rippy, confirmed the closure in a LinkedIn post this week. The studio was known for developing two games available on the platform: Netflix Stories and the highly successful Squid Game: Unleashed. The closure comes as the streaming giant pivots its strategy within its expanding video gaming unit.","https://static.toiimg.com/thumb/msid-124805564,imgsize-73518,width-400,resizemode-4/squid-game.jpg"
American venture capitalist Garry Tan says Zoho will 'perish'; founder Sridhar Vembu hits back; says: Let me make a bet that…,https://timesofindia.indiatimes.com/technology/tech-news/american-venture-capitalist-garry-tan-says-zoho-will-perish-founder-sridhar-vembu-hits-back-says-let-me-make-a-bet-that/articleshow/125717013.cms,"Zoho's chief, Sridhar Vembu, has passionately responded to the forecasts made by Y Combinator's Garry Tan, which suggest that AI's 'vibe coding' could extinguish the flame of Indian SaaS innovators. Vembu emphasized the strong trajectory of Zoho's customer base, casting doubt on the effectiveness of AI-generated applications for the nuanced requirements of businesses and raising alarms about potential technological debt.

'Vibe coding piles up tech debt until everything collapses': Vembu

Google CEO Sundar Pichai

backs vibe coding as tech industry remains split on AI development tools





Zoho founder and Chief Scientist Sridhar Vembu has fired back at Y Combinator President Garry Tan after the American venture capitalist predicted that AI-powered ""vibe coding"" would make the Indian SaaS giant obsolete. The public spat on X has ignited a fierce debate about whether artificial intelligence can truly replace traditional enterprise software.Tan had claimed that companies like Zoho would be among the first to face disruption from people building custom software using platforms like Replit, Emergent Labs and Taskade,Tan had claimed that companies like Zoho would be the first casualty of vibe coding—a trend where non-technical users build custom apps using AI platforms like Replit, Emergent Labs and Taskade. questioning why businesses would pay subscription fees when non-technical staff could create solutions over a weekend.""Why pay $30/seat/month for over-bundled SaaS when soon even nontech ops people can vibe-code a custom solution in a weekend?"" he wrote.Vembu dismissed the prediction outright, pointing to Zoho's customer base growing at over 50%. ""If our business would be the first to be competed away by vibe coded apps, why are we seeing such rapid customer growth right now?"" he countered.He also challenged Tan to explain why vibe-coded alternatives don't exist yet for email, spreadsheets, accounting or messaging—core enterprise tools that require deep engineering.The Zoho founder delivered a scathing assessment of vibe coding's limitations, warning that AI-generated applications accumulate unsustainable technical debt without proper security, privacy and compliance safeguards. ""Without those guarantees, vibe coding just piles up tech debt faster and faster until the whole thing collapses,"" Vembu wrote.He revealed his own R&D focus: combining compiler technology with AI to dramatically boost programmer productivity while maintaining enterprise-grade reliability. Taking a personal shot at Tan, Vembu suggested venture capitalists like him view technical debt as something to ""pawn off on unsuspecting acquirers"" rather than a serious liability.The exchange concluded with Vembu throwing down a gauntlet: ""Let me make a bet with Garry Tan: we will outshine and outlast his vibe coding companies!""The war of words comes as Silicon Valley remains deeply divided over vibe coding's future. Google CEO Sundar Pichai has championed vibe coding as democratizing programming, allowing anyone to build apps without knowing Python or JavaScript. He recently called Google's Gemini 3 their ""best vibe-coding model ever.""Meanwhile, Vembu indirectly hit back at Pichai's optimism, arguing that real coding involves deep complexity with ""magic all the way down""—a reference to the intricate compiler processes that AI tools gloss over.But Vembu's skepticism resonates with many developers who've seen AI-generated prototypes fail under real-world pressure. Industry observers note that while vibe coding works for quick demos, it struggles with sensitive data handling, compliance audits and scaling demands. Major tech firms now report AI generates 25-30% of their code, but the debate over quality versus speed remains unresolved as vibe coding startups continue their explosive growth.","Y Combinator President Garry Tan predicted that AI-powered 'vibe coding' would make Indian SaaS giant Zoho obsolete. Vembu dismissed the prediction outright, pointing to Zoho's customer base growing at over 50%. The war of words comes as Silicon Valley remains deeply divided over vibe coding's future.","https://static.toiimg.com/thumb/msid-125717013,imgsize-28004,width-400,resizemode-4/125717013.jpg"
When ChatGPT made Japan's second-richest man Softbank CEO Masayoshi Son 'cry',https://timesofindia.indiatimes.com/technology/tech-news/when-chatgpt-made-japans-second-richest-man-softbank-ceo-masayoshi-son-cry/articleshow/125717037.cms,"Son bets on the AI future, says no AI bubble



When Nvidia CEO Jensen Huang made fun of Softbank founder







Masayoshi Son, SoftBank Group CEO, has revealed that the company’s decision to sell its substantial stake in Nvidia was a painful, though necessary, step taken to fund its aggressive new investments in artificial intelligence (AI), including a major commitment to OpenAI . Addressing the November disclosure that SoftBank had completely unloaded its shares worth $5.83 billion in the world’s most valuable chipmaker, Son expressed deep regret, figuratively admitting he ‘cried’ when he sold shares of the biggest tech company in terms of market cap.“I don’t want to sell a single share. I just had more need for money to invest in OpenAI and other projects,” Son told attendees at the FII Priority Asia forum in Tokyo on Monday (December 2). “I was crying to sell Nvidia shares,” Japan’s second richest man added.Son’s comments clarified that SoftBank needed immediate capital and selling was driven by a string of expansive AI projects. These projects include construction of a massive Stargate data centre in partnership with Hon Hai Precision Industry Co. (commonly known as Foxconn), the acquisition of US chip designer Ampere Computing, and accelerated plans to increase investment in OpenAI by the end of the year.The Japanese tech executive also dismissed that the current surge in AI spending represents an investment bubble.“People who talk about a bubble around AI investment are not smart enough,” the 68-year-old CEO highlighted. Son argued that if AI eventually captures even 10% of global gross domestic product (GDP) over the long term, this return would easily justify trillions of dollars in cumulative spending.“Where is the bubble?” he questioned.The ‘cry’ comment brought back a year-old memory about the conversation between Nvidia CEO Jensen Huang and Son. During Huang's visit to Japan last November, he publicly ‘teased’ Son over his past investment timing.Huang once introduced Son on stage by praising him as the “only entrepreneur, only innovator in the world that has selected the winner and partnered with the winner in every single generation,” citing his crucial roles in introducing giants like Bill Gates and Steve Jobs to Japan and backing Alibaba.Huang then delivered the punchline: “You maybe many of you probably don't know this, but at one point, Masa was the largest shareholder of Nvidia.”This was a mention of the massive, missed returns by Son, who then playfully rested his head on Huang's shoulder as if weeping. Huang responded with mock sympathy, “It's okay. We can cry. We can cry together. Could you imagine? If today, you are the largest shareholder. Oh, my God.”","Masayoshi Son, SoftBank Group CEO, has revealed that the company’s decision to sell its substantial stake in Nvidia was a painful, though necessary, step taken to fund its aggressive new investments in artificial intelligence. “I was crying to sell Nvidia shares,” Son told attendees at the FII Priority Asia forum in Tokyo on Monday (December 2)","https://static.toiimg.com/thumb/msid-125717023,imgsize-22694,width-400,resizemode-4/softbank-ceo-and-founder-masayoshi-son.jpg"
'I'm one of one of those people who...': Google CEO Sundar Pichai explains how he measures the success of product launches,https://timesofindia.indiatimes.com/technology/tech-news/im-one-of-one-of-those-people-who-google-ceo-sundar-pichai-explains-how-he-measures-the-success-of-its-product-launches/articleshow/125716480.cms,"Sundar Pichai says he monitors X for real-world feedback



Google combines data and feedback on AI products







Google CEO Sundar Pichai has revealed a hands-on approach to evaluating the success of major company product launches. Recently, in a podcast, Pichai said that he dedicates significant time on launch day to personally monitor public reception and user experience on social media platforms, like Elon Musk’s X (Twitter). The CEO explained that while internal teams rely on advanced dashboards and metrics, he looks forward to the unfiltered feedback to understand if a new product, such as the Gemini AI models, is making sense for the consumers.“I’m one of one of those people. I need to feel it firsthand, right?” Pichai said, adding, “So I get reports, but I'm out there trying to understand how people are using it, what they are posting. And I think that is important.”Pichai specifically mentioned using the social media platform X (formerly Twitter) on launch days to gauge public sentiment and usage.“I'm pretty active on launch day trying to understand what's working. I'm looking for feedback. I'm on X trying to understand [and] see if people, average users, how they're experiencing the product,” Pichai said on the company podcast.This method allows Pichai to assess feedback instantly and because the “first day” of a launch is crucial for getting an authentic sense of what is working well and what is not.“I probably ping people back saying, ‘this is a valid point, we should address it’. So, in some sense, I'm looking at that trying to assess it,” he addedPichai also acknowledged that his personal monitoring combined with Google's robust internal data collection gives an idea of what is working and what is not. He noted that teams use tools like Gemini itself to collect and collate information, and he regularly reviews complex dashboards tracking metrics like Queries Per Second (QPS) and usage capacity.“But I walk over to some people who all have these big screens with multiple dashboards looking at QPS and you know understanding how the usage is worried about capacity but all that gives you a real sense of what people are saying but that's how I do it,” Pichai said.“It's a combination of monitoring stuff online, talking to people, walking around, and sitting down with people, particularly the first day. It really helps me get a sense of what's working, what's not working well,” he concluded.Pichai has become more vocal on social media. He has had several conversations with Tesla and SpaceX CEO Elon Musk, and even replied to several congratulatory messages after the launch of Google Gemini 3.0 AI model.For example, he recently posted about the launch of the Nano Banana Pro model, suggesting that he has been looking at the feedback on social media.“You went 🍌🍌[Bananas] for Nano Banana. Now, meet Nano Banana Pro. It’s SOTA for image generation + editing with more advanced world knowledge, text rendering, precision + controls. Built on Gemini 3, it’s really good at complex infographics - much like how engineers see the world:),” he wrote.",Sundar Pichai says he monitors X for real-world feedback on AI products. Google CEO says he uses social media platform X (formerly Twitter) on launch days to gauge public sentiment and usage. He also acknowledged that his personal monitoring combined with Google's robust internal data collection gives an idea of what is working and what is not.,"https://static.toiimg.com/thumb/msid-125716424,imgsize-496675,width-400,resizemode-4/sundar-pichai.jpg"
"What is Sanchar Saathi, the app that government wants Apple, Samsung, Xiaomi and others to preload on smartphones",https://timesofindia.indiatimes.com/technology/tech-news/what-is-sanchar-saathi-the-app-that-government-wants-apple-samsung-xiaomi-and-others-to-preload-on-smartphones/articleshow/125715628.cms,"India's making a new cybersecurity app, Sanchar Saathi, a must-have on all new smartphones. It's designed to fight phone scams and theft, and it's already been a big help, recovering tons of stolen devices and stopping millions of fake phone lines. Even though Apple might push back, the government says you can ditch the app if you want.

What is Sanchar Saathi app

Sanchar Saathi App Optional Says Centre Amid Fierce Pegasus-Like Snooping Charges and Privacy Debate

Why government wants Apple, Samsung, Xiaomi and other smartphone makers to preload Sanchar Saathi app

From fraud reporting to device blocking, what are the features of Sanchar Saathi app

Apple plans to challenge the compliance

Telecom minister clarifies: Sanchar Saathi app not mandatory to keep, can be deleted





The government has mandated that all smartphones sold in the country must come pre-installed with Sanchar Saathi, a cybersecurity application. The Department of Telecommunications (DoT) issued the directive on November 28, 2025, under the Telecommunication Cybersecurity Amendment Rules, marking the first time India has required state-backed software on all mobile devices. The move affects one of the world's largest smartphone markets, with over 1.2 billion mobile users.Sanchar Saathi, launched in January 2025, is described by DoT as a ""citizen centric initiative"" designed to empower mobile subscribers and strengthen their security against telecom-related cyber threats. The app is available both as a mobile application and through a web portal at www.sancharsaathi.gov.in, offering various services aimed at protecting India's 1.2 billion mobile users from fraud and device theft.According to government data, the platform has already demonstrated significant impact, helping recover over 700,000 lost phones, blocking more than 3.7 million stolen devices, and terminating 30 million fraudulent mobile connections.The DoT justifies the initiative by citing the prevalence of duplicate or spoofed IMEI (International Mobile Equipment Identity) numbers, which pose serious cybersecurity threats.The department also notes that India's large second-hand mobile device market has seen cases of stolen or blacklisted devices being resold, making purchasers unwitting participants in crime.The app offers several practical services for users. Through its ""Chakshu"" feature, citizens can report suspected fraud communications, including impersonation scams involving government officials, banks, or police, as well as unsolicited commercial communications (spam). Users can also report malicious web links received through SMS, WhatsApp, Telegram, and other platforms.Another feature allows users to block and trace lost or stolen mobile devices using the phone's unique 15-digit IMEI code. Once blocked through the app, the device becomes unusable across all networks, even if the SIM card is changed.The app also enables users to verify how many mobile connections are registered in their name, helping them identify unauthorized SIM cards. Additionally, users can check the genuineness of their mobile handset by scanning its IMEI barcode to ensure they haven't purchased stolen or counterfeit devices.The directive has encountered resistance from major smartphone manufacturers, particularly Apple. According to Reuters, Apple does not plan to comply with the mandate to preload its smartphones with the state-owned cyber safety app and will convey its concerns to New Delhi, three sources said.While India's smartphone market is dominated by Android devices, Apple's iOS powers an estimated 4.5% of the 735 million smartphones in the country by mid-2025, according to Counterpoint Research. Tarun Pathak, a research director at Counterpoint, told Reuters that ""Apple has historically refused such requests from governments,"" suggesting potential friction ahead as the 90-day compliance deadline approaches.Initially, the DoT directive reportedly stated that the pre-installed application must be ""readily visible and accessible"" to users during device setup and that its functionalities cannot be disabled or restricted. This sparked questions about user choice and flexibility. However, Minister Scindia quickly addressed these concerns, emphasizing that the app is not mandatory for use.""If you want to delete the app, you can, it is not mandatory. For instance, if you don't want to use the app, don't register for it, it will stay dormant, and delete it if you want to,"" Scindia explained. He added that the government's responsibility is to make the app available to everyone, as many citizens are unaware of this tool designed to protect them from digital frauds and theft.The directive requires manufacturers to complete implementation within 90 days and submit compliance reports within 120 days. For devices already in sales channels, manufacturers are encouraged to push the app through software updates. Sanchar Saathi can be downloaded from both Google Play Store and Apple App Store for users who wish to access its services voluntarily.","India's government has mandated that all smartphones sold in the country must come pre-installed with Sanchar Saathi, a cybersecurity application. The Department of Telecommunications (DoT) issued the directive on November 28, 2025, under the Telecommunication Cybersecurity Amendment Rules. The move affects one of the world's largest smartphone markets, with over 1.2 billion mobile users.","https://static.toiimg.com/thumb/msid-125715628,imgsize-472226,width-400,resizemode-4/125715628.jpg"
Elon Musk says he doesn't buy stocks: I don’t look for things to invest in. I just try to …,https://timesofindia.indiatimes.com/technology/tech-news/elon-musk-says-he-doesnt-buy-stocks-i-dont-look-for-things-to-invest-in-i-just-try-to-/articleshow/125715361.cms,"Elon Musk

'US Benefited Immensely From Indians', Says Tesla CEO Elon Musk, Warns US Against Scrapping H-1B

Elon Musk says AI and robots are the only way out of America’s debt crisis









Tesla and SpaceX CEO Elon Musk recently revealed that the does not invest in stocks in the traditional sense. Speaking in an interview with Zerodha co-founder Nikhil Kamath at the WTF podcast, Musk said, “I don’t really buy stocks… I don’t have a portfolio or anything. I don’t look for things to invest in. I just try to build things. And then there happens to be stock of the company that I built.” Musk stressed on the fact that he is always focused on creating companies and not in investing in others.When Kamath asked Elon Musk that in which companies outside his own ventures he would consider. Replying to this Musk said that certain industries will generate overwhelming economic value in the future. “AI and robotics are gonna be very important,” he explained, later adding “space flight” to the mix. Musk argued that companies in these sectors could eventually account for “almost all the value” in the global economy, given the massive output of goods and services they will enable.In the interview with Nikhil Kamath, Elon Musk also elaborated that why AI and robotics are the only path which can help America come out of debt crisis.Musk revealed that the US national debt is ‘insanely high’. He also added that the interest payments on this debt has already exceeded major budget lines.Musk is also sceptical about the fiscal or conventional political solutions, as he thinks they are insufficient to correct the structural debt problem. He further predicted that within about three years the production of goods and services enabled by AI and robotics could outpace inflation, leading to economic growth strong enough to reduce or neutralise the debt burden.Tesla CEO also argued that this transformation can lead to societal changes such as less reliance on human labour and shift towards abundance and increases rate of automation.To sum up, Musk claims believes in the idea that increase in productivity and output powered by AI and robotics can fundamentally change the way the economy produces value enough to outpace both inflation and debt accumulation.","Tesla and SpaceX CEO Elon Musk recently revealed that the does not invest in stocks in the traditional sense. Musk stressed on the fact that he is always focused on creating companies and not in investing in others. In an interview with Zerodha co-founder Nikhil Kamath, Musk said that certain industries will generate overwhelming economic value in the future.","https://static.toiimg.com/thumb/msid-125715351,imgsize-20854,width-400,resizemode-4/elon-musk.jpg"
