Article Title,Article Link,Article Text,Article Summary,Article Image
"‘They lose a limb, bleed out’: Megyn Kelly says she wants alleged drug traffickers to ‘suffer’ at the hands of Trump and Hegseth",https://timesofindia.indiatimes.com/world/us/they-lose-a-limb-bleed-out-megyn-kelly-says-she-wants-alleged-drug-traffickers-to-suffer-at-the-hands-of-trump-and-hegseth/articleshow/125717813.cms,"US Senators Demand Legal Review of Donald Trump’s ‘Drug Boat’ Strikes Amid War Crime Allegations

So I really do kind of not only want to see them killed in the water, whether they’re on the boat or in the water, but I’d really like to see them suffer.

I would like Trump and Hegseth to make it last a long time so that they lose a limb and bleed out a little.

: ""Like I’m really having a difficult time ginning up sympathy for these guys who ten seconds earlier almost got taken out by the initial bomb, but because they managed to get ejected, you know, a little too soon, had to be taken out in the water.

I realize legally it may make a difference, but truly, Mark, this is a tough case to really gin up the sympathies of the American people.""

War crime or not?

In a word, they were illegal. It is a core principle of the rule of law and of the law of war that you cannot target and kill people who have been rendered incapacitated or defenseless. That conflicts with the Geneva Convention.





MAGA commentator Megyn Kelly held back no punches and clarified that she wants a harsh and gruesome fate for alleged drug traffickers entering the US. Kelly said she has no empathy for the peddlers and would like to see them ""suffer"" at the hands of US President Donald Trump and War Secretary Pete HegsethIn a segment on The Megyn Kelly Show, the conservative pundit said she would prefer that alleged drug traffickers killed in the September Caribbean boat strikes suffer a slow and painful death rather than a swift one.This comes after the White House confirmed that a top US Navy admiral ordered a second round of strikes on an alleged Venezuelan drug boat in September, reports BBC.Kelly was defending maritime strikes by the US military in which boats carrying suspected “narco-terrorists” were reportedly attacked, including a controversial second strike called a “double tap,” carried out even after the initial assault had already disabled the vessels and forced survivors into the water, where those still floating were killed in the second strike.Opposition lawmakers and legal experts condemned the follow-up attack on survivors as a violation of international law, possibly constituting a war crime.Speaking to journalist Mark Halperin, Kelly described in detail what she would wish upon such “narco-terrorists"": ""Kelly also claimed the second strike was necessary to protect American peopleCNN senior legal analyst Elie Honig said that the second strike in September was no doubt a war crime:On Monday, White House sress secretary Karoline Leavitt said that Hegseth authorised the strikes but did not give an order to ""kill everybody"", as the report said.More than 80 people have been killed in similar strikes in the Caribbean Sea since early September. US officials typically release a short, grainy video after each operation, and POTUS also posts the clips on his Truth Social platform, but they provide no evidence of drug trafficking and give few details about who or what was on the boats.The Trump administration says the strikes are carried out in self-defence and target boats transporting illicit drugs to the United States.",Conservative pundit Megyn Kelly said she would prefer that alleged drug traffickers killed in the September Caribbean boat strikes suffer a slow and painful death rather than a swift one. Kelly was defending maritime strikes by the US military in which boats carrying suspected “narco-terrorists” were reportedly attacked. She also claimed the second strike was necessary to protect American people.,"https://static.toiimg.com/thumb/msid-125717813,imgsize-521485,width-400,resizemode-4/125717813.jpg"
Zohran Mamdani to be 111th NYC mayor? Historian refutes; challenges number count,https://timesofindia.indiatimes.com/world/us/zohran-mamdani-to-be-111th-nyc-mayor-historian-refutes-challenges-number-count/articleshow/125714705.cms,"New research by historian Paul Hortenstine suggests Zohran Mamdani will be New York City's 112th mayor, not the 111th. This is due to a previously unlisted nonconsecutive term served by Matthias Nicolls in 1674-75. The omission cascades through historical records, renumbering subsequent mayors.","New research suggests Zohran Mamdani will be New York City's 112th mayor. This is due to a previously unlisted nonconsecutive term served by Matthias Nicolls in 1674-75. The omission cascades through historical records, renumbering subsequent mayors.","https://static.toiimg.com/thumb/msid-125714787,imgsize-716424,width-400,resizemode-4/zohran-mamdani-ap.jpg"
Setback to Trump: Appeals court says Alina Habba ‘unlawful’ US attorney; second legal blow in a week,https://timesofindia.indiatimes.com/world/us/setback-to-trump-appeals-court-says-alina-habba-unlawful-us-attorney-second-legal-blow-in-a-week/articleshow/125714484.cms,"Maduro Defies Trump With Fierce Oath, Declares Unbreakable Loyalty; ‘No Slaves Peace For Venezuela’





A federal appeals court on Monday ruled that Alina Habba had been serving unlawfully as the US attorney in New Jersey, delivering a major setback to the Trump administration and potentially setting up a fight before the US Supreme Court . The three-judge panel in Philadelphia upheld an earlier district court ruling that the administration’s efforts to keep Habba in the post sidestepped statutory requirements.Habba, who was neither Senate-confirmed nor appointed by district judges - the traditional routes for US attorney appointments - had her authority challenged by defendants in New Jersey. The panel noted that the government’s maneuvers reflected frustration with “legal and political barriers to placing its favored US attorneys in charge,” adding that “the citizens of New Jersey and the loyal employees in the US attorney’s office deserve some clarity and stability. ”The ruling leaves uncertain how ongoing matters in New Jersey’s federal courts will proceed. Some grand jury proceedings and criminal cases had already slowed due to the ambiguity over Habba’s status. Neither the justice department nor Habba’s office responded immediately to requests for comment.The lawyers who brought the challenge - Abbe D Lowell, Gerald Krovatin and Norm Eisen - said the decision showed that “President Trump cannot usurp longstanding statutory and constitutional processes to insert whomever he wants in these positions.”They pledged to continue contesting what they called “President Trump’s unlawful appointments of purported US attorneys.”The case could become the first of its kind to reach the Supreme Court, though a similar dispute in Virginia involving US attorney Lindsey Halligan may advance quickly. A federal judge there also found Halligan’s appointment unlawful last week, and the justice department plans to appeal.Habba, 41, previously represented Donald Trump in civil matters and was active in his 2024 campaign. She had no criminal law experience when Trump named her to a 120-day interim term. Her permanent nomination stalled due to opposition from New Jersey’s Democratic senators Cory Booker and Andy Kim.In July, district judges declined to extend her tenure and appointed veteran prosecutor Desiree Leigh Grace instead - prompting attorney general Pam Bondi to dismiss Grace and reinstate Habba through a series of unusual administrative steps.The appeals court found each of those steps invalid. It rejected the administration’s claim that Habba could automatically ascend to acting US attorney as “first assistant,” and deemed her simultaneous designation as a “special attorney” “plainly prohibited.” The decision affirms a ruling by chief judge Matthew W. Brann, who concluded Habba had lacked authority since July 1.This marks the second major legal blow for Habba and Trump in a week. Days earlier, the 11th circuit upheld nearly $1 million in sanctions imposed on them for filing “frivolous” lawsuits against several Trump critics, including Hillary Clinton and former FBI director James Comey.","Alina Habba was neither Senate-confirmed nor appointed by district judges. She had no criminal law experience when Trump named her to a 120-day interim term. Her permanent nomination stalled due to opposition from New Jersey’s Democratic senators. Habba, 41, previously represented Donald Trump in civil matters.","https://static.toiimg.com/thumb/msid-125714521,imgsize-1231187,width-400,resizemode-4/donald-trump-and-alina-habba-ap.jpg"
"US exclusive citizenship act: MAGA senator accidentally targets Melania, Barron Trump",https://timesofindia.indiatimes.com/world/us/us-exclusive-citizenship-act-maga-senator-accidentally-targets-melania-barron-trump-what-the-bill-proposes/articleshow/125712900.cms,"Melania Glitches Onstage While Trump Claps On Loop: 'Where Is The First Lady?'





A proposed law by Republican Bernie Moreno could force many US citizens - including Melania Trump and Barron Trump - to choose between their US citizenship and any foreign citizenship they hold. Moreno, an Ohio senator, plans to introduce legislation named the Exclusive Citizenship Act of 2025, which would end dual citizenship by requiring citizens to declare their “exclusive allegiance” to the United States.Moreno, who was born in Colombia but renounced his Colombian citizenship, told Fox News Digital: “One of the greatest honors of my life was when I became an American citizen at 18, the first opportunity I could do so.”He added, “It was an honor to pledge an oath of allegiance to the United States of America and only to the United States of America.” He argued: “Being an American citizen is an honor and a privilege - and if you want to be an American - it’s all or nothing. It’s time to end dual citizenship for good.”According to The Daily Beast, both Melania and Barron Trump - who hold US and Slovenian citizenship - would be directly affected if the bill becomes law.Melania, originally from Slovenia, became a naturalised US citizen in July 2006. Barron reportedly retains Slovenian citizenship via his mother, and holds a Slovenian passport, which would be rendered invalid under Moreno’s plan.Under the proposed law, the US department of state and the department of homeland security would be tasked with identifying citizens holding dual nationality. Such individuals would then have one year to renounce their foreign citizenship - otherwise they would automatically lose US citizenship and be reclassified as non-citizens under immigration law.Critics of the bill say it could uproot lives of Americans who for generations have legally held dual nationality. Supporters argue dual citizenship may pose “conflicts of interest and divided loyalties,” as stated by Moreno.At present, US law allows citizens to hold multiple citizenships without the requirement to renounce any, meaning the new legislation - if passed - would mark a significant shift in US immigration and nationality policy.The move is already drawing attention, especially given its potential impact on members of the current First Family. Debate is likely to intensify should the bill be formally introduced in Congress.","Ohio senator Bernie Moreno plans to introduce legislation to end dual citizenship. If passed, US citizens would have to choose between their US citizenship and any foreign citizenship they hold. Both Melania and Barron Trump - who hold US and Slovenian citizenship - would be directly affected if bill becomes law.","https://static.toiimg.com/thumb/msid-125713763,imgsize-981591,width-400,resizemode-4/melani-and-barron-trump-x.jpg"
‘Not voice of GenZ’: Nalin Haley on becoming popular; denies discussing politics with mother Nikki,https://timesofindia.indiatimes.com/world/us/not-voice-of-genz-nalin-haley-on-becoming-popular-denies-discussing-politics-with-mother-nikki/articleshow/125697308.cms,"Gen Z frustration and Republican disconnect



Views diverging from Nikki Haley



No interest in political career, despite viral rise







Nalin Haley, son of former US ambassador and ex–South Carolina governor Nikki Haley , has downplayed claims that he represents Generation Z politically, saying his recent online prominence was unintended and unwanted.Responding on X to a New York Post story about his growing influence among young conservatives, the 24-year-old insisted he has no plans to build a public platform.“Lol I never said I was the voice of GenZ. It was never my intention to get any platform and it still isn’t,” he wrote. “You’re not gonna see me starting some podcast, YouTube channel, streaming service, or any form of monetization. I’ve avoided the media my whole life and still decline 95% of requests.”Haley added that he is speaking out only because he feels “sickened by the destruction of my country and the disrespect towards my fellow Americans, particularly those in my generation.”When asked by a user what his mother thought about his rising attention, he replied, “We don’t talk about politics at all. Yall see Nikki Haley, I just see Mom.”The New York Post story referred to his appearance on Tucker Clarkson's podcast, where Haley said younger conservatives feel economically abandoned - a sentiment he believes helps explain the appeal of politicians like New York’s mayor-elect Zohran Mamdani among young voters.“My friends graduated with great degrees from great schools, and a year and a half later, none of them have a job,” he told the paper. “I think [people who voted for Mamdani are] saying the same things. They just have some different ways to fix the problems.”He argued that Republicans must pay closer attention to the concerns of voters in their early 20s: “My issue is that the Democrats are listening to the younger people and it’s time for the Republicans to do the same.”The Post said that Haley holds views notably to the right of his mother, including stricter immigration positions and a more isolationist foreign-policy outlook.He says the generational gap explains their differences: “I’m just from a different generation, so I have different viewpoints than my mom.”Haley, who works in finance in Fort Mill, South Carolina, describes himself as a Christian, populist and nationalist. He has been critical of corporate influence in Republican politics, arguing that young conservatives are turning away from what he calls a “libertarian neoliberal market mindset.”He has also advocated restricting legal immigration, saying, “It makes no sense to have foreign workers come here [while] we actually are not hiring our own kids.”Despite his growing visibility, Haley maintains he has no intention of pursuing public office: “It was never my intention to get any sort of platform.”He believes, however, that the Republican Party must broaden its appeal among young voters who feel economically sidelined: “My hope is that [the party] will help my generation be able to have the same opportunities that the prior generations had.”For now, he says he wants nothing more than a normal life - and to keep political conversations far away from the family dinner table.","Nalin Haley, 24, is the son of former US ambassador and ex-South Carolina governor Nikki Haley. He says he has no plans to build a public platform. Haley says he is speaking out only because he feels “sickened by the destruction of my country’","https://static.toiimg.com/thumb/msid-125710162,imgsize-17028,width-400,resizemode-4/nalin-haley-file.jpg"
"Nikhil Kamath podcast: Decoding the Elon Musk family tree with 14 kids, 4 baby mamas",https://timesofindia.indiatimes.com/world/us/nikhil-kamath-podcast-decoding-the-elon-musk-family-tree-with-14-kids-4-baby-mamas/articleshow/125709065.cms,"'US Benefited Immensely From Indians', Says Tesla CEO Elon Musk, Warns US Against Scrapping H-1B

The India reveal that stole the podcast



The Austin mansion where the Musk tribe grows



Understanding the four branches of the Musk family tree



1) Justine Wilson: the origin chapter



2) Grimes: the sci-fi chapter

3) Shivon Zilis: the neural network chapter



4) Ashley St. Clair: the political chapter



Musk, India, and the worldview behind the children



So how exactly is Shivon Zilis Indian?



The Musk dynasty after the podcast







When Nikhil Kamath sat down with Elon Musk, everyone expected the usual: a little H-1B talk, a little Starlink optimism, a little population-crisis sermon. What nobody anticipated was the moment that detonated across Indian social media. Musk casually acknowledged that one of his children is half-Indian through Neuralink executive Shivon Zilis, and the internet declared it the real highlight of the episode.Within hours, the conversation shifted from satellites and semiconductors to Musk’s gene pool, which now includes a tiny but symbolically powerful Indian branch. The memes were instant. The pride was disproportionate. And India, without lifting a diplomatic finger, had found itself woven into the Musk family saga.It helps that Musk’s family tree is not so much a tree as a continent. Four mothers. Fourteen children. A naming style that feels like a collaboration between Greek mythology, computer science, and a baby-name generator that malfunctioned. And a parenting philosophy that treats reproduction as a form of civilisation maintenance. The podcast simply reminded the world that this is no ordinary family, and that India has now entered the story in the most unexpected way.Shivon Zilis has always maintained a calm, almost monastic presence in Musk’s otherwise chaotic narrative. She is an AI researcher, a Neuralink executive, and the mother of four of Musk’s children. What many people had not fully processed until the Kamath podcast resurfaced the fact is that Zilis’s mother is of Indian origin.One offhand remark from Musk, one clip on social media, and India suddenly felt like it had gained a new, unofficial ambassador in the Musk household. Not through politics or policy, but through lineage. Even by Musk’s standards, it was an unintended plot twist.One detail that rarely gets attention is the physical world these children inhabit. Zilis moved into Musk’s vast Austin compound in 2023, a property large enough to raise a small civilisation and quiet enough to stay out of the tabloid circus. Multiple Musk children live there, forming a strange hybrid of family, futuristic commune, and personality cult.If someone pitched this as a Netflix series, it would be described as equal parts Silicon Valley fable and sci-fi domestic drama.Musk’s first marriage brought six children, including twins and triplets. Their story had tragedy, IVF struggles, and a long divorce that shaped Musk’s early years as a parent.This was the era of X, Y, and Tau. A relationship built on art, technology, and surreal naming conventions that eventually unravelled into a messy custody battle.The quietest and most intriguing partnership. Four children. A shared interest in brain-machine interfaces. A mixed Indian-Canadian heritage that the internet has now placed front and centre. A move to the Austin compound that marked the creation of a new household cluster.The most controversial twist. A conservative influencer who revealed she had a child with Musk in 2024. The public reaction was immediate and intense, amplifying the drama already surrounding Musk’s ever-expanding family.During the podcast, Musk repeated his belief that the world’s biggest problem is declining birth rates. He admires India’s demographic strength and insists that civilisation survives only if people have more children.This belief is not theoretical for him. It is operational. He lives it. His fourteen children are not just family. They are an ideology in motion. And the India angle adds an unexpected cultural layer to a man whose personal life already reads like an experiment in futuristic parenting.Her mother is of Indian descent, giving her a mixed heritage that rarely featured in coverage of her work. Zilis is not the flamboyant, festival-posting, diaspora stereotype. She embodies the quieter, intellectual version of Indian ancestry that finds its way into global spaces without making a sound.It is only because Musk mentioned it so casually on Kamath’s show that the world suddenly connected the dots. And India, which never lets a global cultural tie go to waste, adopted the detail with full enthusiasm.The family remains the same. The list of names remains the same. The pace at which children appear probably remains the same.What has changed is the narrative. India now sits inside the Musk family tree, not through a boardroom deal or a Tesla factory, but through the lineage of one woman who built her career around AI.Kamath went in expecting a tech conversation. Musk gave India a genealogical cameo. And the internet, as always, made it larger than life.","Musk casually acknowledged that one of his children is half-Indian through Neuralink executive Shivon Zilis. The internet declared it the real highlight of the episode. India, without lifting a diplomatic finger, had found itself woven into the Musk family saga.","https://static.toiimg.com/thumb/msid-125709066,imgsize-710859,width-400,resizemode-4/elon-musk39s-baby-mamas.jpg"
"‘Cruel, inhumane’: Zohran Mamdani slams ICE raids; reveals what he told Trump when he met him",https://timesofindia.indiatimes.com/world/us/cruel-inhumane-zohran-mamdani-slams-ice-raids-reveals-what-he-told-trump-when-he-met-him/articleshow/125708854.cms,"Trump ‘Takes U-Turn’ After Zohran Mamdani ‘Openly Dares’ US President Inside Oval Office | Watch

Clashes in Manhattan







New York City mayor-elect Zohran Mamdani on Monday, sharply criticised federal immigration raids, calling them “cruel and inhumane” and arguing they fail to advance public safety. The remarks came after more than a dozen protesters were arrested during a violent confrontation with federal agents in lower Manhattan over the weekend.Speaking to reporters Monday, Mamdani referred to his meeting with the President Donald Trump, and said he had conveyed to him that these raids are doing no good.“When I met the President I made it very clear that these kinds of raids are cruel and inhumane, that they are raids that do nothing to public safety. And that my responsibility is to be the mayor to each and every person that calls this city their home and that includes millions of immigrants of which I'm one,” he said.Mamdani’s comment reflects his campaign promise to defend New York’s immigrant communities against aggressive federal immigration actions. The self-described democratic socialist - born in Uganda and naturalised as a US citizen - is poised to become the city’s first Muslim and South Asian mayor when he takes oath next month.Mamdani’s remarks came two days after a tense standoff in lower Manhattan where protesters attempted to block federal agents from exiting a garage during an ICE enforcement action, according to law enforcement officials. Demonstrators chanted “ICE out of New York,” locked arms to form a human barrier, and some hurled roadside planters at government vehicles. Officers responded with what appeared to be pepper spray to disperse the crowd, the officials said, reported CNNMore than a dozen people were arrested. Saturday’s confrontation follows a series of protests nationwide over the Trump administration’s immigration crackdown and came just weeks after a chaotic ICE raid on Chinatown’s Canal Street.A department of homeland security spokesperson said individuals “dressed in black clothing with backpacks, face masks, and goggles” obstructed officers after social media posts “called agitators to ICE’s location.” Publicising federal officers’ movements “puts a target on their backs,” the spokesperson added, warning that “anyone who assaults law enforcement will be prosecuted.”","New York City mayor-elect Zohran Mamdani sharply criticised federal immigration raids, calling them “cruel and inhumane” and arguing they fail to advance public safety. The remarks came after more than a dozen protesters were arrested during a violent confrontation with federal agents in lower Manhattan over the weekend.","https://static.toiimg.com/thumb/msid-125708902,imgsize-1077224,width-400,resizemode-4/zohran-mamdani-and-donalfd-trump-ap.jpg"
"‘US benefitted from H-1B, should not shut it down’",https://timesofindia.indiatimes.com/world/us/us-benefitted-from-h-1b-should-not-shut-it-down/articleshow/125708011.cms,"AP file photo

H-1B Controversy Erupts After US Economist Alleges Industrial-Scale Fraud Targeting Indian Visas





The US has been an “immense beneficiary” of talent from India, SpaceX CEO Elon Musk has said, and voiced strong support for the H1B visa programme, cautioning that shutting it down would “actually be very bad” for America. The US tech billionaire made the remarks in an interview with investor and entrepreneur Nikhil Kamath, released Sunday.“Yes, I think America has benefited immensely from talented Indians who have come to America... America has been an immense beneficiary of talent from India,” Musk said.On the H-1B visa , Musk aid, while there has been some misuse of the work visa programme, he strongly believes that it should not be shut down. “It would be accurate to say that... some of the outsourcing companies have gamed the system on the H-1B front. And we need to stop the gaming of the system. “But I’m certainly not in the school of thought that we should shut down the H-1B programme. That’s where some on the right are. I think they don’t realise that that would actually be very bad,” Musk said.His comments come at a time when the US has launched a massive crackdown to check abuse of the H-1B visa programme, used extensively by American technology firms to employ foreign workers.Indian professionals form one of the largest groups of H-1B visa holders.Responding to a question on whether the US “seems to have become anti-immigration”, Musk said there are different schools of thought on the issue. Musk pointed out that under the Joe Biden administration, “it was a total free-for-all, with like no border controls, which, you know, unless you’ve got border controls, you’re not a country”. Musk alleged there was “massive” illegal immigration under Biden, which created a negative selection effect.",SpaceX CEO Elon Musk voiced strong support for the H1B visa programme. He said shutting it down would “actually be very bad’ for America. His comments come at a time when the US has launched a massive crackdown to check abuse of the programme.,"https://static.toiimg.com/thumb/msid-125708001,imgsize-836846,width-400,resizemode-4/ap-file-photo.jpg"
"My partner is half-Indian, son’s middle name is Sekhar: Musk",https://timesofindia.indiatimes.com/world/us/my-partner-is-half-indian-sons-middle-name-is-sekhar-musk/articleshow/125707881.cms,"Elon Musk revealed his partner Shivon Zilis is ""half-Indian,"" with one of their sons bearing the middle name 'Sekhar' in honor of Nobel laureate Subrahmanyan Chandrasekhar. Musk explained Zilis, adopted and raised in Canada, has Indian heritage through her father. The astrophysicist Chandrasekhar won the Nobel Prize for his stellar evolution research.","Elon Musk revealed his partner Shivon Zilis is ""half-Indian"" One of their sons bearing the middle name 'Sekhar' in honor of Nobel laureate Subrahmanyan Chandrasekhar. Musk explained Zil is adopted and raised in Canada, but has Indian heritage through her father.","https://static.toiimg.com/thumb/msid-125707920,imgsize-420012,width-400,resizemode-4/ani-file-photo.jpg"
Trump says US freeze on asylum decisions will last ‘a long time’,https://timesofindia.indiatimes.com/world/us/trump-says-us-freeze-on-asylum-decisions-will-last-a-long-time/articleshow/125707512.cms,"file photo

Trump Slams Somali Immigrants With Asylum Freeze Announcement DC Shooting; Calls Walz ‘Retarded’





US President Donald Trump said on Sunday his administration intends to maintain a pause on asylum decisions for “a long time” after an Afghan national allegedly shot two National Guard members near the White House, killing one of them.When asked to specify how long it would last, President Trump said he had “no time limit” in mind for the measure, which the Department of Homeland Security says is linked to a list of 19 countries already facing US travel restrictions. “We don’t want those people,” Trump continued. “You know why we don’t want them? Because many have been no good, and they shouldn’t be in our country.”The Trump administration issued the pause in the aftermath of the shooting in Washington on November 26, that left 20-year-old Sarah Beckstrom dead and another guardsman critically wounded.A 29-year-old Afghan national, Rahmanullah Lakanwal, has been arrested and charged with first degree murder in connection with the incident. Lakanwal had been part of a CIA-backed “partner force” fighting the Taliban, and entered the US as part of a resettlement program following the US’ withdrawal from Afghanistan in 2021.","US President Donald Trump said on Sunday his administration intends to maintain a pause on asylum decisions for “a long time” A 29-year-old Afghan national, Rahmanullah Lakanwal, has been arrested and charged with first degree murder in connection with the incident.","https://static.toiimg.com/thumb/msid-125707508,imgsize-1038130,width-400,resizemode-4/file-photo.jpg"
Pakistan govt buckles: Imran Khan's sister meets jailed leader; massive stirs continue,https://timesofindia.indiatimes.com/world/pakistan/pakistan-govt-buckles-imran-khans-sister-meets-jailed-leader-massive-stirs-continue/articleshow/125717390.cms,"Pakistan's Adiala Jail To Open Gate To Imran Khan's Sister After PTI Fury Forces Sharif, Munir





NEW DELHI: Authorities at Rawalpindi’s Adiala Jail on Tuesday allowed former Pakistan prime minister Imran Khan’s sister, Uzma Khanum, to meet him, breaking weeks of restricted access that had prompted protests by PTI supporters and family members.According to Pakistan news website Dawn, Uzma entered the prison in the afternoon as several PTI workers gathered outside the jail premises demanding transparency about Imran’s condition.The meeting came on a day when PTI had already planned demonstrations outside the Islamabad High Court and Adiala Jail to protest what it called unjustified curbs on Imran Khan’s visitation rights. The family and party members had been denied meetings for several weeks despite an earlier Islamabad High Court order permitting twice-weekly visits.Earlier, Imran Khan’s sister Aleema Khan had filed a contempt petition against the Adiala Jail superintendent and senior officials for allegedly defying the court’s directions. The petition said authorities had repeatedly blocked visits by family, lawyers and PTI leaders since March. Jail officials have maintained that Imran remains in Adiala Jail in good health.The confrontation escalated after Khyber Pakhtunkhwa chief minister Sohail Afridi was barred from meeting Imran for the eighth consecutive time, prompting him to lead a sit-in outside the prison.PTI continues to demand clarity on Imran’s health and direct access for his family.Also read: Pakistan: Can Imran Khan meet visitors in jail? What rules say on 'political prisoner' access Concerns had intensified last week after Imran’s sisters were allegedly assaulted by Punjab police while staging a peaceful demonstration outside Adiala Jail. Noreen Niazi said, “We peacefully protested over concerns for his health condition. We neither blocked roads nor obstructed public movement, nor engaged in any unlawful conduct. Yet, without warning or provocation, the streetlights in the area were abruptly switched off, deliberately casting the scene into darkness. What followed was a brutal and orchestrated assault by Punjab police personnel.”Noreen added, “At the age of 71, I was seized by my hair, thrown violently to the ground, and dragged across the road, sustaining visible injuries.” She accused police of slapping and dragging other women, calling it “part of a broader and troubling pattern of indiscriminate force used against peacefully protesting citizens over three years.”Rumours around Imran’s well-being surged after unverified Afghan media reports claimed he had died in custody. His son, Kasim Khan, demanded proof of his father’s safety, saying on X that Imran has now spent 845 days in prison and the last six weeks in a death cell without any family contact.Imran Khan has been jailed since August 2023 in multiple cases, and authorities have enforced strict access restrictions for more than a month. PTI alleges these restrictions are being imposed under the influence of an army officer, a claim that authorities have denied. The party says the latest permission granted to Uzma Khanum is only the first step and has demanded regular, unhindered access as ordered by the court.Also read: Where is Imran Khan? Son says 'something irreversible' is being hidden; jail officials claim ex-PM 'safe'","Authorities at Rawalpindi’s Adiala Jail on Tuesday allowed former Pakistan PM Imran Khan's sister, Uzma Khanum, to meet him. The family and party members had been denied meetings for several weeks despite an earlier Islamabad High Court order permitting twice-weekly visits.","https://static.toiimg.com/thumb/msid-125717740,imgsize-522723,width-400,resizemode-4/file-photo-imran-khan.jpg"
BLF claims it used woman fidayeen to storm Pak Frontier Corps complex housing Chinese project,https://timesofindia.indiatimes.com/world/pakistan/blf-claims-it-used-woman-fidayeen-to-storm-pak-frontier-corps-complex-housing-chinese-project/articleshow/125707628.cms,"file photo

‘4,000 Soldier Deaths, 20,000 Injured’: Pak FM Ishaq Dar Blames Taliban For Troop Losses

Also read:

Also read:





In a first, the Baloch Liberation Front (BLF) used a woman fidayeen operative to storm a heavily-guarded complex belonging to the Frontier Corps and housing a Chinese copper and gold mining project center located in Chagai, Balochistan. Six Pak personnel were reportedly killed in Sunday evening’s attack but there was no official word from the Pak authorities.The BLF also released the photo of the bomber, Zareena Rafiq aka Trang Mahoo, who detonated herself at the barrier to allow the rebel fighters to breach the main compound. The attack is significant because it is the first time the BLF has used a suicide bomber, a tactic exclusive to Majeed Brigade of the Baloch Liberation Army (BLA) which has carried out a series of attacks including the Jaffar Express hijack in the region.The fact that the complex was linked to the Saindak and Reko Diq projects, managed by Chinese companies and a Canadian firm, indicates the change in rebels’ strategy to strike high-value assets with geopolitical significance, sources said. In a statement released on Telegram, the BLF spokesperson Gwahram Baloch said that the Fidayeen operation was carried out by its ‘selfsacrifice’ unit, Saddo Operational Battalion (SOB), named after Martyred Commander Waja Sado aka Sadath Marri.Meanwhile the BLA released a statement on the wave of coordinated attacks carried out at multiple locations between Nov 28-29, claiming 27 Pak army personnel were killed in 29 attacks. The BLA also said it had taken control of motorways and seized weapons.BLA fighters struck the Pakistani army’s Coast Guard camp in the Pasni area of Gwadar with multiple grenade launchers. They targeted military intelligence personnel in the Jiwani area of Gwadar with a remote-controlled IED attack while they were returning after extorting money from vehicles, the BLA said. Another attack was on the residence of a Pakistani army major in Mastung city.Six blasts were reported at defence installations in Quetta as well. Meanwhile, state forces and bomb disposal squad personnel attempting to advance towards the sites were targeted in another attack resulting in further casualties.",Baloch Liberation Front (BLF) used a woman fidayeen operative to storm a heavily-guarded complex belonging to the Frontier Corps. Six Pak personnel were reportedly killed in Sunday evening’s attack but there was no official word from the Pak authorities. The attack is significant because it is the first time the BLF has used a suicide bomber.,"https://static.toiimg.com/thumb/msid-125707623,imgsize-667815,width-400,resizemode-4/file-photo.jpg"
